datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C),generation(Wh),season
10/9/2022 0:00,14.5,,2.3,340,64,1014.7,,,9,12.7,0,Fall
10/9/2022 1:00,14.2,,1.5,340,66,1014.6,,,10,12.8,0,Fall
10/9/2022 2:00,14.2,,2.1,340,66,1013.8,,,10,12.8,0,Fall
10/9/2022 3:00,13.3,,1.5,360,72,1013.6,,,9,12.8,0,Fall
10/9/2022 4:00,12.5,,0.4,0,80,1013.1,,,9,12.8,0,Fall
10/9/2022 5:00,13.9,,2.2,320,71,1012.7,,,10,12.7,0,Fall
10/9/2022 6:00,13.5,,3.1,290,75,1012.7,,,10,12.8,0,Fall
10/9/2022 7:00,13.1,0.2,2.8,320,84,1011.5,0,,10,13,2.976,Fall
10/9/2022 8:00,13,0,2.1,340,91,1011.6,0,,10,14,30.528,Fall
10/9/2022 9:00,14.4,0,1.1,340,86,1011.2,0,,10,15.1,28.992,Fall
10/9/2022 10:00,15,0,1.5,360,85,1011.1,0,,10,16.1,42.576,Fall
10/9/2022 11:00,17,0,1.5,360,76,1010.5,0,,10,18.2,43.728,Fall
10/9/2022 12:00,16.5,0,1.8,320,82,1008.9,0,,10,18.7,55.296,Fall
10/9/2022 13:00,17.4,0,1.4,340,82,1008.1,0,,10,19.1,67.392,Fall
10/9/2022 14:00,17,0.1,1.8,340,86,1006.8,0,,10,19.1,81.552,Fall
10/9/2022 15:00,17.7,0,0.9,340,84,1006,0,,10,19.8,52.272,Fall
10/9/2022 16:00,17.6,0,1.5,320,83,1005.3,0,,10,18.9,13.968,Fall
10/9/2022 17:00,17.1,,1,360,86,1004.4,0,,10,17.8,0,Fall
10/9/2022 18:00,16.4,,1.1,340,90,1003.3,0,,10,16.8,0,Fall
10/9/2022 19:00,16.3,,0.8,340,89,1003.3,,,7,16.5,0,Fall
10/9/2022 20:00,16.1,,1.4,290,91,1002.8,,,10,16.4,0,Fall
10/9/2022 21:00,15.8,0,1.4,320,93,1002.2,,,10,15.9,0,Fall
10/9/2022 22:00,15.6,0,0.6,180,94,1001.7,,,10,16,0,Fall
10/9/2022 23:00,15.3,0.1,2.2,360,97,1001.9,,,10,15.8,0,Fall
10/10/2022 0:00,15.7,,1.8,360,93,1001.4,,,7,15.2,0,Fall
10/10/2022 1:00,16.5,,4.4,290,70,1001,,,10,14.4,0,Fall
10/10/2022 2:00,15.6,,3,290,59,1001.6,,,10,13.6,0,Fall
10/10/2022 3:00,14.5,,2.1,340,57,1001.5,,,9,12.7,0,Fall
10/10/2022 4:00,14.3,,3.5,320,54,1001.8,,,9,11.9,0,Fall
10/10/2022 5:00,14.1,,1.5,270,55,1001.8,,,9,12,0,Fall
10/10/2022 6:00,14,,1.1,90,54,1002.3,,,9,11.7,0.192,Fall
10/10/2022 7:00,13.4,,1.6,270,57,1002.8,0,,6,11,24.096,Fall
10/10/2022 8:00,14.5,,1.8,340,58,1003.3,0.7,,2,13,75.072,Fall
10/10/2022 9:00,15,,3.4,270,51,1003.2,0.7,,2,15.4,243.6,Fall
10/10/2022 10:00,15.8,,4.1,270,41,1003.2,1,,1,18.1,313.344,Fall
10/10/2022 11:00,16.3,,3.7,270,42,1002.9,1,,1,21,353.856,Fall
10/10/2022 12:00,17.1,,3.6,270,36,1002.4,1,,1,22.9,363.888,Fall
10/10/2022 13:00,17.1,,4.2,290,31,1002.2,1,,1,22,344.64,Fall
10/10/2022 14:00,17.4,,3.7,290,33,1001.7,1,,3,23.3,319.248,Fall
10/10/2022 15:00,17.1,,3.7,270,32,1001.6,1,,2,21.3,238.56,Fall
10/10/2022 16:00,17.1,,3.4,270,30,1002,1,,2,19.1,112.752,Fall
10/10/2022 17:00,15.9,,4.5,250,33,1002.5,1,,1,15.8,6.48,Fall
10/10/2022 18:00,14.3,,3.4,270,39,1003,0.5,,0,12.4,0,Fall
10/10/2022 19:00,13.2,,2.3,270,47,1003.6,,,1,11.4,0,Fall
10/10/2022 20:00,12.7,,3.7,250,48,1004.3,,,0,10.4,0,Fall
10/10/2022 21:00,12.3,,3.7,250,53,1004.4,,,0,9.9,0,Fall
10/10/2022 22:00,11.7,,2.9,230,56,1004.2,,,1,9.5,0,Fall
10/10/2022 23:00,11.7,,2.3,250,57,1004,,,0,9.3,0,Fall
10/11/2022 0:00,11.8,,2,290,57,1004.5,,,1,9.3,0,Fall
10/11/2022 1:00,11.8,,1.2,270,58,1005.2,,,7,10.1,0,Fall
10/11/2022 2:00,11.9,,1.6,290,58,1005.8,,,4,9.7,0,Fall
10/11/2022 3:00,12,,3.2,290,55,1006.1,,,3,9.2,0,Fall
10/11/2022 4:00,11.8,,3.1,290,55,1006.6,,,2,8.8,0,Fall
10/11/2022 5:00,11.3,,2.4,270,58,1006.3,,,1,8.5,0,Fall
10/11/2022 6:00,11.7,,2.6,290,57,1006.8,,,0,8.3,0.432,Fall
10/11/2022 7:00,11.8,,1.8,290,57,1007.7,0.1,,0,8.5,36.384,Fall
10/11/2022 8:00,12.6,,3.2,320,56,1008.5,1,,0,10.1,139.584,Fall
10/11/2022 9:00,13.1,,5.6,320,55,1007.6,1,,2,13.1,247.296,Fall
10/11/2022 10:00,14.1,,3.9,360,56,1009.4,1,,1,17.4,315.072,Fall
10/11/2022 11:00,15.5,,3.6,290,52,1009.6,1,,1,20.9,350.64,Fall
10/11/2022 12:00,16.4,,3,360,49,1010,1,,1,23,353.712,Fall
10/11/2022 13:00,17.1,,3,340,46,1009.8,1,,0,24.6,336.672,Fall
10/11/2022 14:00,17.5,,2.8,20,43,1009.4,1,,0,23.9,293.616,Fall
10/11/2022 15:00,17.7,,2.4,360,44,1009.4,1,,0,23.6,223.92,Fall
10/11/2022 16:00,18,,2,20,44,1009.8,1,,0,22.1,106.896,Fall
10/11/2022 17:00,17.3,,1.9,70,50,1010.2,1,,0,19.3,6.384,Fall
10/11/2022 18:00,14.7,,0.9,140,58,1010.8,0.4,,0,15.6,0,Fall
10/11/2022 19:00,13.4,,0.6,290,65,1011.4,,,0,13.7,0,Fall
10/11/2022 20:00,12.9,,0.9,290,67,1012.1,,,0,12.5,0,Fall
10/11/2022 21:00,12.1,,1.7,360,74,1012.9,,,0,11.5,0,Fall
10/11/2022 22:00,11.8,,2,320,76,1013.3,,,0,10.9,0,Fall
10/11/2022 23:00,11.4,,0.9,320,70,1013.6,,,0,10.3,0,Fall
10/12/2022 0:00,11.7,,1.4,320,68,1013.7,,,0,9.8,0,Fall
10/12/2022 1:00,10.7,,2,320,74,1014,,,0,9.3,0,Fall
10/12/2022 2:00,11,,1.7,340,73,1014.4,,,0,9.1,0,Fall
10/12/2022 3:00,10.5,,1.6,340,75,1014.6,,,0,8.9,0,Fall
10/12/2022 4:00,10.1,,1.6,340,76,1014.6,,,0,8.7,0,Fall
10/12/2022 5:00,10.2,,3,340,77,1015,,,0,8.5,0,Fall
10/12/2022 6:00,10,,2.4,340,78,1015.1,,,0,8.4,0,Fall
10/12/2022 7:00,10,,1.1,20,79,1015.7,0,,0,8.6,32.544,Fall
10/12/2022 8:00,12.4,,1.7,360,72,1016.2,1,,0,10.7,131.04,Fall
10/12/2022 9:00,14.9,,2.1,340,64,1016.5,1,,0,15.3,232.896,Fall
10/12/2022 10:00,17.4,,2.1,360,59,1016.8,1,,0,20.1,298.512,Fall
10/12/2022 11:00,19.1,,2.6,20,52,1016.7,1,,2,23.4,343.248,Fall
10/12/2022 12:00,19.9,,3.1,20,48,1016.6,1,,2,24.7,337.44,Fall
10/12/2022 13:00,20.2,,3.9,90,50,1016.2,1,,6,26.2,156.192,Fall
10/12/2022 14:00,19.3,,2.5,20,58,1016.2,0.6,,8,21.7,59.52,Fall
10/12/2022 15:00,18.6,0,2.7,360,66,1016.2,0,,8,19.6,126.288,Fall
10/12/2022 16:00,19.1,,2.8,50,57,1016.5,0.3,,6,19.7,77.76,Fall
10/12/2022 17:00,18.7,,2.2,20,57,1016.7,0.5,,4,17.8,7.44,Fall
10/12/2022 18:00,18.1,,2.8,20,62,1016.9,0.1,,8,15.9,0,Fall
10/12/2022 19:00,17.7,,2.3,360,64,1017.1,,,0,15.1,0,Fall
10/12/2022 20:00,16.5,,1.9,340,66,1017.1,,,0,13.9,0,Fall
10/12/2022 21:00,16.7,,2.2,360,65,1017,,,4,13.8,0,Fall
10/12/2022 22:00,16.7,,1.8,340,64,1017,,,7,13.6,0,Fall
10/12/2022 23:00,16.4,,1.4,20,66,1016.8,,,8,13.5,0,Fall
10/13/2022 0:00,17.2,,2,360,60,1016.9,,,6,13.5,0,Fall
10/13/2022 1:00,16.8,,1.9,360,64,1016.8,,,6,13.3,0,Fall
10/13/2022 2:00,16.6,,1.6,360,65,1016.7,,,9,13.4,0,Fall
10/13/2022 3:00,16.5,,1.7,360,67,1016.3,,,4,13.3,0,Fall
10/13/2022 4:00,16.3,,1.8,340,66,1016,,,6,13.1,0,Fall
10/13/2022 5:00,16.1,,2,340,66,1015.8,,,2,12.7,0,Fall
10/13/2022 6:00,16.2,,2.3,340,66,1016,,,6,12.9,0.144,Fall
10/13/2022 7:00,16.3,,1.9,340,67,1015.9,0,,7,13.3,15.264,Fall
10/13/2022 8:00,17.2,,1.5,360,66,1016,0.3,,7,15,124.32,Fall
10/13/2022 9:00,18.8,,1.7,50,59,1016,0.2,,7,17.4,172.032,Fall
10/13/2022 10:00,20.3,,2.1,20,53,1016.2,0.7,,7,22.6,288.672,Fall
10/13/2022 11:00,20.3,,3.1,50,52,1016.2,0.9,,7,23.7,296.112,Fall
10/13/2022 12:00,21,,4.2,90,51,1015.5,1,,5,25.5,344.112,Fall
10/13/2022 13:00,19.9,,3,20,53,1014.7,0.8,,6,24.2,278.448,Fall
10/13/2022 14:00,20.5,,3.7,20,50,1013.9,1,,1,25.5,257.856,Fall
10/13/2022 15:00,20.2,,3.8,20,51,1013.7,1,,1,24.7,210.72,Fall
10/13/2022 16:00,19.9,,3.2,50,53,1013.6,1,,1,23.1,68.976,Fall
10/13/2022 17:00,18.6,,3.5,20,57,1013.3,1,,4,19.6,9.408,Fall
10/13/2022 18:00,17.9,,2.9,360,60,1013.4,0.3,,5,16.8,0,Fall
10/13/2022 19:00,17.8,,2.3,360,61,1013.4,,,5,16,0,Fall
10/13/2022 20:00,17.6,,1.9,360,63,1013.3,,,9,15.6,0,Fall
10/13/2022 21:00,17.5,,1.5,20,63,1013.1,,,7,15.5,0,Fall
10/13/2022 22:00,17,,1.3,340,67,1013.2,,,9,14.9,0,Fall
10/13/2022 23:00,16.5,,1.9,320,69,1013.1,,,9,14.3,0,Fall
10/14/2022 0:00,16.1,,2.2,320,71,1012.7,,,8,14.1,0,Fall
10/14/2022 1:00,15.5,,2,320,75,1012.2,,,10,14.1,0,Fall
10/14/2022 2:00,15,,0.8,20,78,1012,,,10,14.1,0,Fall
10/14/2022 3:00,14.8,,2.1,320,79,1011.6,,,7,13.6,0,Fall
10/14/2022 4:00,14,,1.3,360,84,1011.3,,,7,13.3,0,Fall
10/14/2022 5:00,13.9,,2.5,320,83,1011.3,,,7,13.2,0,Fall
10/14/2022 6:00,14,,1.7,340,84,1011.3,,,8,13.3,0,Fall
10/14/2022 7:00,13.7,,0.9,340,88,1011.9,0,,8,13.8,15.312,Fall
10/14/2022 8:00,15.3,,1.4,20,81,1011.9,0,,9,15.1,48.864,Fall
10/14/2022 9:00,16.9,,1.3,360,78,1011.8,0.1,,7,17.2,184.128,Fall
10/14/2022 10:00,19.3,,1.6,340,67,1011.6,0.6,,8,20.6,224.976,Fall
10/14/2022 11:00,20.1,,3.1,70,63,1010.9,0.5,,8,22.9,204.912,Fall
10/14/2022 12:00,20.4,,3.1,90,59,1010.5,0.8,,7,25,292.032,Fall
10/14/2022 13:00,21.5,,2.8,70,56,1009.8,0.9,,2,27.4,269.76,Fall
10/14/2022 14:00,21.3,,3.4,90,54,1008.8,1,,2,27.3,292.896,Fall
10/14/2022 15:00,20.9,,3.4,90,58,1008.7,1,,2,26.6,220.224,Fall
10/14/2022 16:00,20.2,,2.9,70,61,1008.4,1,,1,24.3,99.12,Fall
10/14/2022 17:00,19.4,,2.1,20,65,1008.9,1,,1,21,4.224,Fall
10/14/2022 18:00,18,,2.7,20,69,1009.3,0.3,,4,17.4,0,Fall
10/14/2022 19:00,17.3,,1.9,360,73,1009.6,,,6,15.9,0,Fall
10/14/2022 20:00,16.7,,1.6,320,76,1009.8,,,7,15.1,0,Fall
10/14/2022 21:00,16.8,,1.2,320,78,1010.1,,,7,15.5,0,Fall
10/14/2022 22:00,16.6,,1.1,340,79,1010.1,,,8,15.6,0,Fall
10/14/2022 23:00,16.2,,2.4,320,80,1009.7,,,7,14.6,0,Fall
10/15/2022 0:00,15,,1.3,340,87,1009.2,,,6,13.9,0,Fall
10/15/2022 1:00,14.8,,1,360,88,1009.1,,,6,13.7,0,Fall
10/15/2022 2:00,14.5,,1.3,360,91,1009,,,8,13.6,0,Fall
10/15/2022 3:00,14.9,,2.5,340,91,1008.9,,,7,13.9,0,Fall
10/15/2022 4:00,14.4,,2.1,340,93,1008.7,,,7,13,0,Fall
10/15/2022 5:00,14.1,,2,360,94,1009,,,8,12.8,0,Fall
10/15/2022 6:00,14.4,,1.5,360,94,1009.3,,,7,13.5,0.048,Fall
10/15/2022 7:00,14.8,,1.5,340,94,1009.8,0,,8,13.8,17.616,Fall
10/15/2022 8:00,17.4,,1.1,360,85,1010.1,0.7,,1,15.3,99.312,Fall
10/15/2022 9:00,18.7,,0.7,20,81,1010.5,0.8,,3,18.4,197.808,Fall
10/15/2022 10:00,19.9,,1.9,360,69,1010.4,0.9,,7,19.8,272.544,Fall
10/15/2022 11:00,20.9,,2.8,90,61,1010.2,0.8,,7,23.9,255.84,Fall
10/15/2022 12:00,21.9,,3.7,90,59,1009.7,1,,4,27.5,279.12,Fall
10/15/2022 13:00,21.6,,2.6,50,60,1009.3,1,,2,27,312.384,Fall
10/15/2022 14:00,21.5,,3.7,70,59,1008.8,1,,0,28.4,284.304,Fall
10/15/2022 15:00,21.6,,3.4,90,59,1008.8,1,,0,27.6,217.2,Fall
10/15/2022 16:00,20.8,,3.7,90,62,1008.8,1,,0,25.2,94.032,Fall
10/15/2022 17:00,19.9,,3.1,70,67,1009.2,1,,0,21.8,3.648,Fall
10/15/2022 18:00,18.8,,1.8,20,74,1009.4,0.3,,2,18.3,0,Fall
10/15/2022 19:00,18.2,,1.8,360,75,1009.8,,,2,16.8,0,Fall
10/15/2022 20:00,17.6,,1.6,320,78,1010.2,,,6,16.1,0,Fall
10/15/2022 21:00,17.1,,0.9,340,81,1010.4,,,5,15.7,0,Fall
10/15/2022 22:00,17,,1,360,79,1010.6,,,8,15.5,0,Fall
10/15/2022 23:00,16.5,,1,340,83,1010.6,,,5,15.3,0,Fall
10/16/2022 0:00,16.1,,1.8,320,84,1010,,,3,14.4,0,Fall
10/16/2022 1:00,15.1,,1.6,340,91,1009.6,,,7,13.9,0,Fall
10/16/2022 2:00,14.5,,1.3,340,93,1009.3,,,4,13.5,0,Fall
10/16/2022 3:00,14,,1.1,20,96,1009.2,,,5,13.2,0,Fall
10/16/2022 4:00,14,,0.6,340,97,1009,,,5,13.3,0,Fall
10/16/2022 5:00,14.4,,1.7,340,97,1008.9,,,3,12.8,0,Fall
10/16/2022 6:00,14.6,,0.9,360,96,1009.1,,,5,13.3,0,Fall
10/16/2022 7:00,14.3,,0.2,0,97,1009,0,,4,13,27.312,Fall
10/16/2022 8:00,16.6,,1.3,360,89,1009.5,1,,1,14.9,106.368,Fall
10/16/2022 9:00,18.6,,2.1,20,80,1009.5,1,,1,18.9,225.552,Fall
10/16/2022 10:00,20.1,,2,20,74,1009.3,0.9,,3,20.7,298.992,Fall
10/16/2022 11:00,21.6,,1.8,360,67,1008.6,1,,2,26.3,324.192,Fall
10/16/2022 12:00,23.1,,1.5,110,57,1007.9,1,,4,29.5,324.96,Fall
10/16/2022 13:00,22.9,,0.9,290,55,1006.9,0.8,,5,28,231.072,Fall
10/16/2022 14:00,23.8,,2.1,200,50,1006.1,0.8,,1,29,272.976,Fall
10/16/2022 15:00,23.4,,2.3,90,57,1006,1,,4,29.2,199.008,Fall
10/16/2022 16:00,22.4,,2.7,110,61,1006.2,1,,3,27.3,69.696,Fall
10/16/2022 17:00,21.7,,1.3,110,66,1006.7,1,,1,23.6,4.752,Fall
10/16/2022 18:00,19.8,,0.9,140,73,1006.6,0.3,,6,19.9,0,Fall
10/16/2022 19:00,19.2,,0.4,0,79,1006.7,,,9,19,0,Fall
10/16/2022 20:00,18.6,,1,340,82,1007,,,9,18.1,0,Fall
10/16/2022 21:00,18.5,,0.9,340,83,1006.9,,,7,17.6,0,Fall
10/16/2022 22:00,18.3,,1.8,320,85,1007,,,8,17,0,Fall
10/16/2022 23:00,17.3,,1,290,87,1006.7,,,6,16.1,0,Fall
10/17/2022 0:00,16.5,,0.2,0,91,1006.3,,,4,15.5,0,Fall
10/17/2022 1:00,17.3,,2,270,85,1006,,,7,15.3,0,Fall
10/17/2022 2:00,15.5,,0.6,230,91,1006.1,,,4,14.5,0,Fall
10/17/2022 3:00,16.8,,2.2,290,80,1005.8,,,0,14.3,0,Fall
10/17/2022 4:00,15.6,,0.8,70,85,1005.5,,,0,13.5,0,Fall
10/17/2022 5:00,17.3,,2.1,290,66,1005.7,,,0,13.4,0,Fall
10/17/2022 6:00,15.8,,1.7,340,76,1005.8,,,3,12.9,0.192,Fall
10/17/2022 7:00,16.2,,0.8,360,70,1005.8,0,,7,14,31.968,Fall
10/17/2022 8:00,18.2,,2.1,320,58,1005.8,0.5,,7,16.5,119.664,Fall
10/17/2022 9:00,18.6,,1.1,50,59,1006,0.7,,6,19.6,203.088,Fall
10/17/2022 10:00,19.5,,2.2,340,51,1005.6,1,,3,22.5,270.528,Fall
10/17/2022 11:00,20.7,,2.4,320,42,1005.1,1,,0,24.9,303.936,Fall
10/17/2022 12:00,21.8,,3,20,36,1004.5,1,,0,27.2,310.56,Fall
10/17/2022 13:00,21.7,,3.2,340,31,1004.1,1,,0,28.4,299.28,Fall
10/17/2022 14:00,21.5,,3.7,340,26,1003.8,1,,0,28.2,259.824,Fall
10/17/2022 15:00,20.6,,3.5,320,24,1003.8,1,,0,26.6,194.016,Fall
10/17/2022 16:00,19.8,,3.8,340,24,1004.1,1,,0,24,86.736,Fall
10/17/2022 17:00,18.1,,2.9,340,26,1004.6,1,,0,20.3,4.608,Fall
10/17/2022 18:00,15.4,,3.5,340,21,1005.4,0.3,,0,15.4,0,Fall
10/17/2022 19:00,14.1,,1.9,340,19,1006.2,,,0,13,0,Fall
10/17/2022 20:00,13.5,,4.1,320,21,1006.8,,,1,11.7,0,Fall
10/17/2022 21:00,12.1,,4.3,320,28,1007.5,,,0,10.5,0,Fall
10/17/2022 22:00,11.3,,4.3,340,32,1007.7,,,1,9.8,0,Fall
10/17/2022 23:00,10.8,,4,320,36,1007.7,,,1,9.3,0,Fall
10/18/2022 0:00,10.4,,2.8,340,39,1008,,,5,9.5,0,Fall
10/18/2022 1:00,9.9,,3.1,340,44,1008.3,,,6,9.1,0,Fall
10/18/2022 2:00,9.4,,3,340,47,1008.8,,,3,8.6,0,Fall
10/18/2022 3:00,9.2,,2.9,340,47,1009.2,,,1,8.3,0,Fall
10/18/2022 4:00,9,,3.6,340,48,1009.4,,,0,7.7,0,Fall
10/18/2022 5:00,8.6,,3.2,340,50,1010,,,0,7.5,0,Fall
10/18/2022 6:00,8,,2.5,340,52,1010.3,,,0,7,0,Fall
10/18/2022 7:00,7.7,,3.2,340,53,1010.3,0,,0,6.8,29.616,Fall
10/18/2022 8:00,8.9,,2.3,360,50,1010.7,1,,0,8.3,127.488,Fall
10/18/2022 9:00,10.4,,3.9,340,47,1011,1,,0,12.6,235.776,Fall
10/18/2022 10:00,12.2,,3.4,360,42,1011.2,1,,0,17.3,304.56,Fall
10/18/2022 11:00,13.9,,3.2,360,37,1010.8,1,,0,21.8,340.848,Fall
10/18/2022 12:00,15.4,,3.1,340,36,1010.4,1,,0,24.7,349.056,Fall
10/18/2022 13:00,16.1,,3.6,360,36,1010,1,,0,26.3,322.512,Fall
10/18/2022 14:00,16.6,,2.8,20,34,1009.5,1,,0,27.2,265.536,Fall
10/18/2022 15:00,16.8,,2.4,20,33,1009.5,1,,0,26.1,217.728,Fall
10/18/2022 16:00,16.5,,2.9,360,32,1009.8,1,,0,23.2,90.672,Fall
10/18/2022 17:00,15.5,,2.2,340,33,1010.2,1,,0,19.2,5.424,Fall
10/18/2022 18:00,13.4,,1.3,340,37,1010.6,0.2,,0,14.7,0,Fall
10/18/2022 19:00,11.8,,1.6,320,45,1011.4,,,0,12.4,0,Fall
10/18/2022 20:00,11.3,,2.2,340,46,1011.9,,,0,10.8,0,Fall
10/18/2022 21:00,10.3,,1.7,340,50,1012.1,,,0,9.9,0,Fall
10/18/2022 22:00,10,,2,340,50,1012.5,,,0,9,0,Fall
10/18/2022 23:00,9.4,,2.5,340,51,1012.5,,,0,8.3,0,Fall
10/19/2022 0:00,8.6,,2.2,340,53,1012.5,,,0,7.7,0,Fall
10/19/2022 1:00,8.5,,2.4,340,52,1012.6,,,0,7.2,0,Fall
10/19/2022 2:00,7.5,,2.3,340,56,1012.7,,,0,6.6,0,Fall
10/19/2022 3:00,7.3,,2,340,56,1012.8,,,0,6.2,0,Fall
10/19/2022 4:00,7.2,,2.1,340,55,1012.7,,,0,5.7,0,Fall
10/19/2022 5:00,6.4,,1.8,360,58,1012.8,,,0,5.3,0,Fall
10/19/2022 6:00,7.1,,2.7,320,55,1013.3,,,0,5.1,0,Fall
10/19/2022 7:00,6.8,,2,320,58,1013.6,0,,0,5,31.392,Fall
10/19/2022 8:00,9,,1.8,360,53,1013.9,0.9,,0,6.8,132.72,Fall
10/19/2022 9:00,10.6,,3.7,360,47,1014.5,1,,0,11.6,241.392,Fall
10/19/2022 10:00,12.2,,3.8,360,37,1014.6,1,,0,16.4,307.824,Fall
10/19/2022 11:00,13.5,,3.7,360,29,1014.5,1,,0,20.7,343.536,Fall
10/19/2022 12:00,14.5,,3.7,20,31,1014.4,1,,0,23.5,354.24,Fall
10/19/2022 13:00,15.8,,3.2,360,27,1013.9,1,,0,25.7,336.432,Fall
10/19/2022 14:00,16.6,,3.2,360,20,1013.7,1,,0,26.3,292.704,Fall
10/19/2022 15:00,16.9,,2.3,340,23,1013.9,1,,0,25.4,219.168,Fall
10/19/2022 16:00,16.9,,1.9,340,24,1014.1,1,,0,23,90.48,Fall
10/19/2022 17:00,16.2,,1.7,320,28,1014.7,1,,0,19.1,2.736,Fall
10/19/2022 18:00,13.7,,2.2,290,36,1015.1,0.1,,0,14.3,0,Fall
10/19/2022 19:00,12.7,,1.9,340,46,1015.7,,,0,12.1,0,Fall
10/19/2022 20:00,11.7,,1.2,320,49,1016.3,,,0,10.7,0,Fall
10/19/2022 21:00,11.5,,2,320,45,1016.5,,,0,9.6,0,Fall
10/19/2022 22:00,10.6,,1.7,320,50,1016.7,,,0,8.9,0,Fall
10/19/2022 23:00,9.4,,1,340,55,1016.9,,,0,8.1,0,Fall
10/20/2022 0:00,9,,1.3,320,53,1016.8,,,0,7.6,0,Fall
10/20/2022 1:00,9.6,,2.1,320,49,1016.8,,,0,7.1,0,Fall
10/20/2022 2:00,9.7,,1.5,320,47,1017.4,,,0,6.8,0,Fall
10/20/2022 3:00,9.2,,1.2,320,49,1017.5,,,0,6.5,0,Fall
10/20/2022 4:00,9.2,,1.3,340,51,1017.2,,,0,6.4,0,Fall
10/20/2022 5:00,8.8,,1.5,320,52,1017.4,,,0,6.2,0,Fall
10/20/2022 6:00,6.6,,0.4,0,67,1018,,,0,5.7,0,Fall
10/20/2022 7:00,7.7,,0.8,320,60,1018.3,0,,0,5.6,29.328,Fall
10/20/2022 8:00,10.4,,1.7,340,51,1018.7,0.9,,0,7.4,127.296,Fall
10/20/2022 9:00,12.9,,1.4,360,46,1019,1,,0,12.8,232.56,Fall
10/20/2022 10:00,15.1,,1.6,360,40,1019,1,,0,18,295.296,Fall
10/20/2022 11:00,17,,1.8,20,35,1018.4,1,,0,23.2,328.8,Fall
10/20/2022 12:00,18.2,,2.1,70,31,1017.6,1,,0,26.7,332.352,Fall
10/20/2022 13:00,19.7,,2,230,24,1016.6,1,,0,28.8,315.408,Fall
10/20/2022 14:00,21.7,,1.4,200,25,1015.7,1,,0,29.5,274.416,Fall
10/20/2022 15:00,20.7,,1.4,140,39,1015.5,1,,0,28.2,203.376,Fall
10/20/2022 16:00,19.4,,1.6,140,46,1015.5,1,,0,25.5,82.128,Fall
10/20/2022 17:00,18.4,,1.4,140,50,1015.6,1,,0,21.2,2.544,Fall
10/20/2022 18:00,16,,1.8,200,58,1015.8,0.1,,0,16.6,0,Fall
10/20/2022 19:00,15,,1.3,200,61,1016.2,,,0,14.3,0,Fall
10/20/2022 20:00,13.9,,0.6,270,66,1016.3,,,0,12.6,0,Fall
10/20/2022 21:00,13.4,,0.6,200,70,1016.6,,,0,11.4,0,Fall
10/20/2022 22:00,12.4,,0.7,230,71,1017.1,,,5,10.8,0,Fall
10/20/2022 23:00,11.7,,1,250,69,1016.4,,,7,10.4,0,Fall
10/21/2022 0:00,10.5,,0.8,200,69,1016.2,,,3,9.3,0,Fall
10/21/2022 1:00,9.9,,0.4,0,75,1015.7,,,7,8.8,0,Fall
10/21/2022 2:00,10.6,,1.3,320,68,1016.1,,,7,8.5,0,Fall
10/21/2022 3:00,9.4,,0.6,90,74,1015.8,,,7,8.6,0,Fall
10/21/2022 4:00,9.2,,0.8,290,73,1015.4,,,6,8,0,Fall
10/21/2022 5:00,8.7,,0.7,230,77,1015.6,,,6,7.5,0,Fall
10/21/2022 6:00,9.1,,1,320,71,1015.5,,,7,7.7,0,Fall
10/21/2022 7:00,9.8,,0.2,0,69,1015.5,0,,7,8.1,23.856,Fall
10/21/2022 8:00,11.2,,0.4,0,71,1015.6,0.4,,4,9,95.328,Fall
10/21/2022 9:00,16.1,,0.4,0,55,1016.1,1,,4,14.5,198.432,Fall
10/21/2022 10:00,17,,1.1,160,51,1016,1,,7,18.9,237.552,Fall
10/21/2022 11:00,19.4,,1.6,250,29,1015.4,1,,5,23.1,233.088,Fall
10/21/2022 12:00,19.8,,2.2,200,32,1014.5,1,,6,23.3,148.56,Fall
10/21/2022 13:00,20.8,,2.8,250,23,1013.8,0.8,,8,25,222.24,Fall
10/21/2022 14:00,21.5,,1.9,270,25,1012.8,0.9,,8,25.8,95.712,Fall
10/21/2022 15:00,20.2,,2,230,31,1012.7,0.1,,8,22,76.464,Fall
10/21/2022 16:00,19.6,,2.1,200,38,1012.6,0,,9,20.1,23.232,Fall
10/21/2022 17:00,19.1,,1.6,250,46,1012.7,0,,9,18.4,0.144,Fall
10/21/2022 18:00,18,,1.7,250,53,1012.3,0,,9,16.9,0,Fall
10/21/2022 19:00,17.1,,1,290,56,1012.6,,,10,15.9,0,Fall
10/21/2022 20:00,16.2,,0.4,0,59,1012.6,,,10,15.3,0,Fall
10/21/2022 21:00,16.5,,1.7,320,51,1012.7,,,9,14.8,0,Fall
10/21/2022 22:00,16,,1.5,290,55,1012.6,,,10,14.5,0,Fall
10/21/2022 23:00,15.7,0,1.6,340,59,1012.4,,,10,14.3,0,Fall
10/22/2022 0:00,15.8,0,1.5,230,61,1012.4,,,9,14.1,0,Fall
10/22/2022 1:00,15.3,,1.1,290,63,1011.3,,,10,13.8,0,Fall
10/22/2022 2:00,15.2,,1.2,20,65,1011.4,,,10,13.8,0,Fall
10/22/2022 3:00,14.9,,0.7,270,67,1011.3,,,9,13.8,0,Fall
