datetime,temperature(C),precipitattion(mm),windspeed(m/s),winddirection(degree),humidity(%),airpressure(hPa),irradiance(hr),radiation(MJ/m2),amountofcloud,groundtemperature(C),generation(Wh),season
4/1/2022 0:00,7.7,,3.1,340,61,1017.3,,,9,6.1,0,Spring
4/1/2022 1:00,7.1,,2.8,340,67,1017.6,,,10,6,0,Spring
4/1/2022 2:00,6.7,,2.7,320,70,1017.4,,,10,5.8,0,Spring
4/1/2022 3:00,6.7,,3.1,340,73,1017.2,,,9,5.3,0,Spring
4/1/2022 4:00,6.6,,3.2,340,71,1017.3,,,1,4.4,0,Spring
4/1/2022 5:00,6.6,,3.5,340,66,1017.5,,,1,3.9,0,Spring
4/1/2022 6:00,6.1,,2.6,340,68,1018,,,0,3.5,1.008,Spring
4/1/2022 7:00,6.9,,2.7,340,58,1019,0.2,,0,3.6,25.152,Spring
4/1/2022 8:00,8.3,,2.8,360,51,1019.5,1,,3,6.4,107.856,Spring
4/1/2022 9:00,9.5,,3.4,20,47,1020,1,,4,8.8,195.888,Spring
4/1/2022 10:00,10.6,,3.4,20,39,1020.3,1,,4,12.6,238.128,Spring
4/1/2022 11:00,11.1,,3.8,70,41,1020.3,1,,3,15.7,356.832,Spring
4/1/2022 12:00,10.6,,3.1,50,39,1020,1,,3,16,343.008,Spring
4/1/2022 13:00,11,,4.6,90,37,1019.3,1,,5,18.8,373.104,Spring
4/1/2022 14:00,11.2,,4.3,70,37,1019,1,,6,18.6,329.088,Spring
4/1/2022 15:00,10.7,,4,90,38,1018.6,1,,6,17.3,271.584,Spring
4/1/2022 16:00,10.6,,4.4,90,39,1018.4,1,,6,15.7,141.36,Spring
4/1/2022 17:00,9.6,,3.7,70,40,1018.4,1,,6,12.5,59.28,Spring
4/1/2022 18:00,9.1,,2.5,50,44,1018.6,0.5,,7,9.6,6.384,Spring
4/1/2022 19:00,8.6,,1.4,70,45,1018.7,0,,7,7.3,0,Spring
4/1/2022 20:00,7.8,,0.8,360,50,1019.2,,,5,6.2,0,Spring
4/1/2022 21:00,7.1,,0.7,340,54,1019.7,,,0,5.3,0,Spring
4/1/2022 22:00,6.6,,0.8,320,56,1019.5,,,0,4.5,0,Spring
4/1/2022 23:00,6.1,,1.8,290,59,1019.5,,,0,3.9,0,Spring
4/2/2022 0:00,5.4,,1.3,270,62,1019.6,,,0,3.4,0,Spring
4/2/2022 1:00,5.1,,1.7,270,64,1019.5,,,0,3,0,Spring
4/2/2022 2:00,3.6,,0.5,320,71,1019.2,,,0,2.5,0,Spring
4/2/2022 3:00,3.8,,1.4,320,71,1018.8,,,0,2.2,0,Spring
4/2/2022 4:00,4,,1,320,71,1018.3,,,0,2,0,Spring
4/2/2022 5:00,3.5,,0.8,320,73,1018.2,,,0,1.7,0,Spring
4/2/2022 6:00,2.7,,0,0,79,1018.3,,,0,1.3,2.256,Spring
4/2/2022 7:00,4.3,,0,0,77,1018.5,0.4,,0,2.1,45.84,Spring
4/2/2022 8:00,7.3,,0.2,0,67,1018.6,1,,0,5.8,137.76,Spring
4/2/2022 9:00,9.8,,1.4,90,57,1018.5,1,,0,11.1,228.336,Spring
4/2/2022 10:00,11.3,,1.7,140,46,1018.2,1,,1,15.6,300.528,Spring
4/2/2022 11:00,12.5,,2.4,160,40,1017.7,1,,2,19,348.72,Spring
4/2/2022 12:00,13.8,,2.8,140,39,1016.9,1,,4,18.9,365.232,Spring
4/2/2022 13:00,13.8,,3.4,140,42,1016.2,0.9,,3,21.5,355.296,Spring
4/2/2022 14:00,13.6,,3.5,140,46,1015.4,0.7,,2,19.4,325.152,Spring
4/2/2022 15:00,13.9,,3.4,140,44,1014.8,1,,2,21.1,265.008,Spring
4/2/2022 16:00,12.9,,3.8,140,50,1014.4,1,,0,19.1,169.008,Spring
4/2/2022 17:00,12.4,,3.5,140,52,1014.6,1,,4,16.5,52.416,Spring
4/2/2022 18:00,11.5,,3.2,140,55,1014.9,1,,0,12.9,5.856,Spring
4/2/2022 19:00,10.7,,2.7,160,58,1015.3,0.3,,0,9.6,0,Spring
4/2/2022 20:00,10.6,,2.4,200,60,1015.6,,,0,8.3,0,Spring
4/2/2022 21:00,10.3,,2.6,200,60,1016.3,,,0,7.4,0,Spring
4/2/2022 22:00,10.2,,2.6,230,61,1016.5,,,0,6.8,0,Spring
4/2/2022 23:00,9.1,,1.1,160,64,1016.5,,,3,6.2,0,Spring
4/3/2022 0:00,7.9,,0.4,0,69,1016.6,,,0,5.4,0,Spring
4/3/2022 1:00,7.1,,0.6,70,72,1016.6,,,0,4.8,0,Spring
4/3/2022 2:00,6.9,,0.6,360,73,1016.6,,,0,4.3,0,Spring
4/3/2022 3:00,6,,1,290,77,1016.4,,,0,3.8,0,Spring
4/3/2022 4:00,6.1,,1.1,340,73,1016.2,,,0,3.4,0,Spring
4/3/2022 5:00,6.6,,2.2,320,62,1016.5,,,0,3.1,0,Spring
4/3/2022 6:00,6.5,,1.7,320,56,1016.9,,,0,2.8,2.4,Spring
4/3/2022 7:00,6.9,,2.1,320,52,1017.3,0.5,,0,3.2,45.6,Spring
4/3/2022 8:00,9,,2.1,340,45,1017.7,1,,0,6.6,137.76,Spring
4/3/2022 9:00,10.5,,2.2,320,38,1018,1,,0,11,228.96,Spring
4/3/2022 10:00,13.6,,1.4,340,27,1018.1,1,,0,15.8,296.592,Spring
4/3/2022 11:00,14,,1.2,270,22,1018,1,,0,19.3,343.104,Spring
4/3/2022 12:00,15.2,,1.8,90,22,1017.6,1,,0,22.1,360.432,Spring
4/3/2022 13:00,15.5,,2.9,90,30,1017,1,,0,24,352.896,Spring
4/3/2022 14:00,15.3,,3.2,140,38,1016.6,1,,0,24.8,315.648,Spring
4/3/2022 15:00,15.1,,3.7,110,46,1016.4,1,,3,22.8,257.136,Spring
4/3/2022 16:00,14,,2.7,140,56,1016.5,0.5,,4,19.7,163.536,Spring
4/3/2022 17:00,13.5,,2.7,140,55,1016.6,0.9,,1,18.1,62.352,Spring
4/3/2022 18:00,12.4,,1.8,140,60,1017,1,,2,14.7,5.664,Spring
4/3/2022 19:00,11.2,,2.3,110,67,1017.4,0.3,,0,11,0,Spring
4/3/2022 20:00,10.4,,1.2,70,70,1018,,,0,9.3,0,Spring
4/3/2022 21:00,9.5,,0.8,20,72,1018.5,,,1,8.1,0,Spring
4/3/2022 22:00,8.9,,0.9,340,75,1018.7,,,5,7.1,0,Spring
4/3/2022 23:00,8.4,,0.3,0,77,1018.7,,,0,6.4,0,Spring
4/4/2022 0:00,7.6,,0.9,290,82,1018.8,,,0,5.8,0,Spring
4/4/2022 1:00,8,,2.4,320,81,1018.6,,,0,5.5,0,Spring
4/4/2022 2:00,7.1,,0.6,320,84,1018.4,,,4,4.9,0,Spring
4/4/2022 3:00,6.8,,1.1,340,87,1018.1,,,0,4.5,0,Spring
4/4/2022 4:00,6.8,,1.2,320,87,1018,,,0,4.2,0,Spring
4/4/2022 5:00,5.7,,0.4,0,91,1018,,,0,3.7,0,Spring
4/4/2022 6:00,5.2,,0.8,290,89,1018.4,,,0,3.4,3.6,Spring
4/4/2022 7:00,6.2,,0.2,0,89,1018.7,0.5,,0,4.1,49.632,Spring
4/4/2022 8:00,9.4,,0.2,0,78,1018.8,1,,0,8,137.136,Spring
4/4/2022 9:00,12.1,,1,340,63,1018.7,1,,0,13.4,228.528,Spring
4/4/2022 10:00,14.3,,1.6,320,53,1018.4,1,,0,17.6,297.408,Spring
4/4/2022 11:00,16.2,,2.1,90,41,1018.1,1,,0,20.8,335.088,Spring
4/4/2022 12:00,17.3,,2.9,50,26,1017.2,1,,0,23.5,358.368,Spring
4/4/2022 13:00,16.4,,3.6,180,44,1016.8,1,,0,25.8,347.856,Spring
4/4/2022 14:00,16.1,,3.7,160,44,1016.6,1,,0,26.1,317.328,Spring
4/4/2022 15:00,16.3,,3.2,140,48,1016.2,1,,0,25.5,259.68,Spring
4/4/2022 16:00,15.9,,3.4,140,51,1015.6,1,,0,23.5,169.824,Spring
4/4/2022 17:00,14.8,,3.4,140,57,1015.3,1,,0,20.4,63.408,Spring
4/4/2022 18:00,13.8,,3.2,140,61,1015.2,1,,0,16.3,5.52,Spring
4/4/2022 19:00,13,,2.9,160,65,1015.4,0.3,,0,12.6,0,Spring
4/4/2022 20:00,12.7,,2.2,180,66,1015.6,,,,10.9,0,Spring
4/4/2022 21:00,12.6,,2.8,200,67,1015.7,,,0,9.9,0,Spring
4/4/2022 22:00,11.5,,1.6,230,67,1015.5,,,0,8.9,0,Spring
4/4/2022 23:00,10.8,,0,0,64,1015,,,0,7.8,0,Spring
4/5/2022 0:00,9.8,,0.1,0,66,1015.2,,,0,6.9,0,Spring
4/5/2022 1:00,9.1,,1.1,270,67,1014.9,,,0,6.4,0,Spring
4/5/2022 2:00,8.5,,1.8,320,69,1014.5,,,0,5.8,0,Spring
4/5/2022 3:00,8,,0.7,320,74,1014.1,,,6,5.4,0,Spring
4/5/2022 4:00,7.4,,0.4,0,74,1013.4,,,5,5,0,Spring
4/5/2022 5:00,6.7,,0.9,180,75,1013.3,,,0,4.5,0,Spring
4/5/2022 6:00,6.5,,0.5,230,79,1013.2,,,1,3.9,4.752,Spring
4/5/2022 7:00,7.5,,0.3,0,74,1013.4,0.3,,0,5.3,43.92,Spring
4/5/2022 8:00,10.4,,0.4,0,68,1013.4,0.9,,0,8.8,137.856,Spring
4/5/2022 9:00,13.6,,1.2,90,51,1013,1,,0,14,224.064,Spring
4/5/2022 10:00,16.5,,1.7,90,35,1012.3,1,,3,18.4,292.608,Spring
4/5/2022 11:00,18,,1.8,110,25,1011.8,1,,7,21.9,317.664,Spring
4/5/2022 12:00,18.8,,2.6,160,30,1010.9,1,,8,24.3,312.048,Spring
4/5/2022 13:00,18.7,,2.5,160,33,1010,1,,8,25.6,264.144,Spring
4/5/2022 14:00,19.6,,2.7,160,25,1009,1,,8,26,226.992,Spring
4/5/2022 15:00,20.1,,2,140,22,1007.9,1,,8,25.1,175.92,Spring
4/5/2022 16:00,20.2,,1.4,110,26,1007.1,0.4,,8,23,123.792,Spring
4/5/2022 17:00,18.3,,1.9,110,36,1006.8,0.7,,8,20.5,46.128,Spring
4/5/2022 18:00,17,,2,110,41,1007.1,0.1,,8,17.4,5.472,Spring
4/5/2022 19:00,16.8,,1.1,340,29,1007.5,0,,8,14.4,0,Spring
4/5/2022 20:00,16.5,,2.6,270,23,1007.8,,,8,12.7,0,Spring
4/5/2022 21:00,16,,2.7,270,23,1008.6,,,9,11.9,0,Spring
4/5/2022 22:00,15.8,,2.4,270,23,1008.9,,,9,11.3,0,Spring
4/5/2022 23:00,15,,2,290,26,1008.9,,,9,10.6,0,Spring
4/6/2022 0:00,14.3,,1.4,290,26,1009.3,,,9,9.9,0,Spring
4/6/2022 1:00,14.3,,2.5,290,24,1009.4,,,7,9.1,0,Spring
4/6/2022 2:00,13.5,,1.5,340,22,1009.5,,,9,9.1,0,Spring
4/6/2022 3:00,13.1,,2.2,340,19,1009.9,,,9,8.6,0,Spring
4/6/2022 4:00,11.9,,1.6,360,24,1010.2,,,8,8.2,0,Spring
4/6/2022 5:00,12,,2.9,320,25,1010.4,,,4,7.5,0,Spring
4/6/2022 6:00,11.3,,0.8,20,26,1010.7,,,0,6.5,2.736,Spring
4/6/2022 7:00,11.9,,2.4,290,26,1010.7,0,,0,7.4,44.112,Spring
4/6/2022 8:00,13.3,,2.3,340,26,1010.8,1,,0,10.2,123.216,Spring
4/6/2022 9:00,15,,2.5,360,25,1010.8,1,,0,14.5,207.024,Spring
4/6/2022 10:00,16.7,,2.5,340,24,1010.8,1,,0,19.1,272.352,Spring
4/6/2022 11:00,19.1,,1.7,20,26,1010.6,1,,0,23.3,315.312,Spring
4/6/2022 12:00,18.4,,4.1,90,25,1010.5,1,,2,26.1,346.128,Spring
4/6/2022 13:00,18.8,,3.5,90,27,1010.4,1,,0,27.9,339.168,Spring
4/6/2022 14:00,19.4,,2.9,110,29,1009.8,1,,0,29.2,303.552,Spring
4/6/2022 15:00,17.6,,3.5,160,40,1009.5,1,,0,28.3,245.52,Spring
4/6/2022 16:00,17.3,,2.9,160,43,1008.7,1,,0,26.3,162.912,Spring
4/6/2022 17:00,16.7,,2.6,160,46,1008.5,1,,0,23.1,64.368,Spring
4/6/2022 18:00,15.6,,1.8,160,45,1008.5,1,,0,18.8,6.96,Spring
4/6/2022 19:00,14,,2.1,140,50,1008.8,0.2,,1,14.7,0,Spring
4/6/2022 20:00,13.4,,0.3,0,55,1009.4,,,0,12.6,0,Spring
4/6/2022 21:00,13.9,,2.8,200,46,1009.8,,,0,11.3,0,Spring
4/6/2022 22:00,12.9,,1.5,230,50,1009.4,,,0,10.3,0,Spring
4/6/2022 23:00,11.9,,0.1,0,54,1008.8,,,0,9.3,0,Spring
4/7/2022 0:00,11.7,,1.1,340,54,1008.5,,,0,8.5,0,Spring
4/7/2022 1:00,10.7,,0.3,0,53,1008.1,,,0,8,0,Spring
4/7/2022 2:00,10.5,,1.5,340,51,1007.2,,,0,7.4,0,Spring
4/7/2022 3:00,9.4,,0.1,0,56,1006.5,,,0,7,0,Spring
4/7/2022 4:00,9.7,,1.9,340,49,1006,,,0,6.5,0,Spring
4/7/2022 5:00,10.1,,1.5,360,54,1005.8,,,6,7,0,Spring
4/7/2022 6:00,10.9,,2,340,49,1006.3,,,6,7.4,1.248,Spring
4/7/2022 7:00,11.7,,0.3,0,46,1007,0,,7,8.5,30.816,Spring
4/7/2022 8:00,13.5,,2.6,360,41,1006.8,0,,9,10.6,46.176,Spring
4/7/2022 9:00,12.5,0.2,1.4,200,65,1005.9,0.1,,10,12.4,66.624,Spring
4/7/2022 10:00,14.6,,1.9,340,56,1006.9,0.6,,10,16.6,42.336,Spring
4/7/2022 11:00,13.3,0.4,1.4,340,78,1006.7,0.2,,7,16.4,264.96,Spring
4/7/2022 12:00,17.3,,1.6,230,48,1005.7,1,,3,21.2,283.584,Spring
4/7/2022 13:00,18.7,,2.4,250,40,1005,1,,0,25.9,312.336,Spring
4/7/2022 14:00,19.2,,2.5,270,35,1004,1,,1,27,289.536,Spring
4/7/2022 15:00,20.4,,3,250,25,1003.3,1,,0,27.8,242.592,Spring
4/7/2022 16:00,20.2,,2.7,320,23,1003,1,,0,25.1,149.04,Spring
4/7/2022 17:00,20.3,,2.8,340,23,1003.4,1,,0,23.2,66.096,Spring
4/7/2022 18:00,19.3,,2.8,340,24,1004.3,1,,0,19.4,6.096,Spring
4/7/2022 19:00,17,,1.1,360,28,1005.3,0.3,,0,15,0,Spring
4/7/2022 20:00,16.7,,1.9,340,26,1006.4,,,0,12.8,0,Spring
4/7/2022 21:00,16,,1.4,320,28,1007.3,,,0,11.2,0,Spring
4/7/2022 22:00,15.9,,1.6,270,27,1007.8,,,0,10.4,0,Spring
4/7/2022 23:00,14.7,,1.8,340,32,1008.2,,,0,9.6,0,Spring
4/8/2022 0:00,14.4,,2.6,340,33,1009,,,0,9.4,0,Spring
4/8/2022 1:00,12.9,,2.5,320,40,1009.7,,,0,8.7,0,Spring
4/8/2022 2:00,12.2,,3.1,340,42,1009.7,,,0,8.4,0,Spring
4/8/2022 3:00,10.6,,1.1,20,48,1010.2,,,0,7.2,0,Spring
4/8/2022 4:00,10.7,,1.5,320,48,1010.3,,,0,6.8,0,Spring
4/8/2022 5:00,10,,2,340,50,1010.9,,,0,6.3,0,Spring
4/8/2022 6:00,9.6,,1.7,340,49,1011.3,,,0,5.9,4.176,Spring
4/8/2022 7:00,10.7,,1.4,320,47,1011.9,0.6,,0,6.6,51.84,Spring
4/8/2022 8:00,12.6,,0.9,50,51,1012.1,1,,0,10.3,143.664,Spring
4/8/2022 9:00,14.4,,1.5,110,47,1012.2,1,,0,15.6,232.752,Spring
4/8/2022 10:00,14.7,,1.3,270,42,1012.3,1,,2,20.7,295.92,Spring
4/8/2022 11:00,16.6,,3,160,49,1012,1,,1,24.8,339.36,Spring
4/8/2022 12:00,17.2,,2.9,160,49,1011.2,1,,0,28,356.064,Spring
4/8/2022 13:00,16.9,,3,140,48,1010.2,1,,0,29.5,350.256,Spring
4/8/2022 14:00,16.8,,3.5,160,53,1009.3,1,,0,30,322.08,Spring
4/8/2022 15:00,16.3,,3.6,140,58,1008.5,1,,0,29.2,264,Spring
4/8/2022 16:00,16.1,,3.6,140,56,1007.6,1,,0,27,172.992,Spring
4/8/2022 17:00,15.9,,3.5,140,59,1007.6,1,,0,23.7,70.992,Spring
4/8/2022 18:00,15.3,,2.4,140,60,1007.5,1,,0,19.7,6.912,Spring
4/8/2022 19:00,14.3,,1.3,160,64,1007.3,0.4,,1,15.6,0,Spring
4/8/2022 20:00,13.5,,0.2,0,67,1007.6,,,0,13.3,0,Spring
4/8/2022 21:00,12.6,,0.8,20,66,1008,,,0,11.8,0,Spring
4/8/2022 22:00,13.7,,1.1,270,58,1007.8,,,0,10.8,0,Spring
4/8/2022 23:00,12.8,,1.3,320,59,1007.4,,,0,10.1,0,Spring
4/9/2022 0:00,12.9,,0.4,0,59,1007.2,,,0,9.4,0,Spring
4/9/2022 1:00,12.2,,0.8,340,63,1007,,,0,8.8,0,Spring
4/9/2022 2:00,11.3,,0.6,320,67,1006.7,,,3,8.4,0,Spring
4/9/2022 3:00,12.4,,0.2,0,65,1006.3,,,0,7.9,0,Spring
4/9/2022 4:00,10.6,,0.2,0,71,1006,,,0,7.5,0,Spring
4/9/2022 5:00,10.6,,0.3,0,69,1005.9,,,0,7.4,0,Spring
4/9/2022 6:00,11.7,,0.5,140,60,1006.1,0,,0,7.2,4.032,Spring
4/9/2022 7:00,14,,0.2,0,46,1006.7,0.4,,0,8.6,49.488,Spring
4/9/2022 8:00,16.4,,0.6,70,51,1006.8,1,,0,12.5,136.368,Spring
4/9/2022 9:00,18.6,,1.9,20,34,1006.6,1,,0,17.5,220.56,Spring
4/9/2022 10:00,22.4,,4.4,230,17,1006.3,1,,0,22.6,287.904,Spring
4/9/2022 11:00,23.3,,4.9,200,15,1006,1,,0,26.7,333.504,Spring
4/9/2022 12:00,24,,3.1,180,30,1005.3,1,,0,30.1,349.824,Spring
4/9/2022 13:00,23.7,,3.3,160,37,1004.5,1,,0,32.9,340.992,Spring
4/9/2022 14:00,25.6,,3.1,180,22,1004,1,,0,33.5,307.536,Spring
4/9/2022 15:00,25.4,,5.1,200,22,1003.6,1,,0,31.8,242.064,Spring
4/9/2022 16:00,25.2,,4.4,200,21,1003.4,1,,0,29.6,157.152,Spring
4/9/2022 17:00,24.4,,4.3,200,21,1003.6,1,,0,26.7,64.032,Spring
4/9/2022 18:00,23,,3.3,200,23,1004.1,1,,0,22.8,7.536,Spring
4/9/2022 19:00,21.3,,3.3,200,25,1004.4,0.3,,0,19,0,Spring
4/9/2022 20:00,20.1,,2.7,200,28,1005.2,,,0,16.7,0,Spring
4/9/2022 21:00,18.5,,1.3,340,34,1006.2,,,0,14.9,0,Spring
4/9/2022 22:00,17.8,,1.2,230,39,1006.4,,,0,14,0,Spring
4/9/2022 23:00,17.5,,1.6,290,41,1006.4,,,0,13.4,0,Spring
4/10/2022 0:00,16.7,,0.6,320,43,1006.6,,,0,12.4,0,Spring
4/10/2022 1:00,16.1,,1.6,290,45,1006.6,,,0,11.8,0,Spring
4/10/2022 2:00,16.3,,3,290,44,1006.3,,,0,11.5,0,Spring
4/10/2022 3:00,14.3,,1.6,290,50,1006.4,,,0,11.3,0,Spring
4/10/2022 4:00,16.5,,3.4,290,40,1006.1,,,7,11.2,0,Spring
4/10/2022 5:00,12.9,,0.3,0,57,1006.3,,,3,10,0,Spring
4/10/2022 6:00,12.6,,0.9,20,57,1006.8,0,,0,9.3,4.896,Spring
4/10/2022 7:00,14.5,,0.9,320,52,1007.3,0.4,,0,10.1,51.552,Spring
4/10/2022 8:00,18.8,,1.1,20,43,1007.6,1,,0,14.2,136.8,Spring
4/10/2022 9:00,20.5,,1.2,250,36,1007.7,1,,3,19.7,221.76,Spring
4/10/2022 10:00,23.3,,1.7,360,26,1007.8,1,,2,25.1,288.384,Spring
4/10/2022 11:00,25.2,,1.9,160,24,1007.5,1,,3,30.1,338.352,Spring
4/10/2022 12:00,23.8,,3.1,140,38,1006.8,1,,2,33.1,329.328,Spring
4/10/2022 13:00,23.1,,2.6,140,45,1006.2,1,,6,34.1,317.088,Spring
4/10/2022 14:00,22.8,,2.3,140,49,1005.8,1,,7,33.6,287.808,Spring
4/10/2022 15:00,22.5,,2.1,140,50,1005.2,1,,8,32.6,181.152,Spring
4/10/2022 16:00,20.2,,2.1,110,60,1005,0.6,,7,28.4,173.568,Spring
4/10/2022 17:00,22.5,,2,140,52,1004.6,1,,4,27.9,64.896,Spring
4/10/2022 18:00,20.5,,1.1,180,58,1004.9,0.6,,8,22.9,8.88,Spring
4/10/2022 19:00,19.1,,1,90,61,1005.3,0,,7,19.3,0,Spring
4/10/2022 20:00,19.9,,2,180,51,1006.4,,,7,17.5,0,Spring
4/10/2022 21:00,19.5,,3.3,230,52,1007.1,,,4,16.4,0,Spring
4/10/2022 22:00,17.5,,1.7,230,60,1007.2,,,6,15,0,Spring
4/10/2022 23:00,17.6,,1.6,270,61,1007.2,,,6,14.5,0,Spring
4/11/2022 0:00,16.2,,0.7,230,67,1007.2,,,8,13.9,0,Spring
4/11/2022 1:00,16.9,,1.4,250,63,1007.1,,,7,13.4,0,Spring
4/11/2022 2:00,16.1,,1.4,200,68,1006.6,,,10,13.2,0,Spring
4/11/2022 3:00,16.3,,2.6,200,71,1006.4,,,6,12.8,0,Spring
4/11/2022 4:00,16,,1.5,230,76,1006.4,,,5,12.3,0,Spring
4/11/2022 5:00,15.7,,1.6,230,78,1006.3,,,3,12,0,Spring
4/11/2022 6:00,15.8,,1.1,230,81,1006.2,0,,3,11.7,3.744,Spring
4/11/2022 7:00,16.8,,0.8,180,77,1006.5,0.5,,1,12.9,48.48,Spring
4/11/2022 8:00,18.7,,1.3,70,71,1006.4,1,,2,16.6,78.528,Spring
4/11/2022 9:00,20.1,,1.9,160,62,1006.4,1,,5,21.4,127.344,Spring
4/11/2022 10:00,21.6,,0.9,230,60,1006,0.6,,3,23,270.912,Spring
4/11/2022 11:00,22.2,,2.2,140,57,1005.5,1,,4,30.2,299.232,Spring
4/11/2022 12:00,23.2,,3.1,140,58,1004.4,1,,5,33.8,258.624,Spring
4/11/2022 13:00,24.4,,3.3,160,52,1003.7,1,,1,36.1,215.28,Spring
4/11/2022 14:00,24,,4.1,160,52,1003.1,1,,2,35.8,306.96,Spring
4/11/2022 15:00,22.7,,3.4,140,60,1002.6,1,,3,35.1,176.592,Spring
4/11/2022 16:00,21.1,,4.3,200,64,1002.6,0.7,,8,28.6,108.816,Spring
4/11/2022 17:00,20.9,,4.6,200,70,1002.3,0.8,,1,27,66.288,Spring
4/11/2022 18:00,19.9,,4.8,200,74,1002.3,1,,1,23.5,7.056,Spring
4/11/2022 19:00,19.3,,4.2,230,78,1002.1,0.4,,1,20,0,Spring
4/11/2022 20:00,18.9,,2.7,200,80,1002.6,,,0,18.5,0,Spring
4/11/2022 21:00,18.2,,1.6,230,83,1003.1,,,0,17.2,0,Spring
4/11/2022 22:00,18.4,,2.1,230,80,1003.4,,,0,16.6,0,Spring
4/11/2022 23:00,17.3,,0.5,70,84,1003.1,,,0,15.7,0,Spring
4/12/2022 0:00,18.8,,1.3,200,77,1003.2,,,0,15.5,0,Spring
4/12/2022 1:00,17.3,,0.5,230,84,1002.9,,,0,14.7,0,Spring
4/12/2022 2:00,16.6,,0.6,110,85,1002.5,,,0,14.3,0,Spring
4/12/2022 3:00,16.2,,0.4,0,88,1002,,,0,13.7,0,Spring
4/12/2022 4:00,16.1,,0.7,290,89,1001.9,,,0,13.3,0,Spring
4/12/2022 5:00,16.5,,1.3,290,87,1002.2,,,1,13.4,0,Spring
4/12/2022 6:00,14.7,,0.4,0,95,1002.3,0,,1,12.8,5.856,Spring
4/12/2022 7:00,16.9,,0.2,0,91,1002.6,0.5,,0,13.8,54.336,Spring
4/12/2022 8:00,19,,1,90,79,1002.5,1,,0,17.7,141.6,Spring
4/12/2022 9:00,21,,2.2,180,64,1001.9,1,,5,22.3,225.648,Spring
4/12/2022 10:00,22.2,,1.4,160,59,1001.7,1,,2,25,289.488,Spring
4/12/2022 11:00,24.4,,2.3,140,54,1001.4,1,,0,31.9,337.44,Spring
4/12/2022 12:00,23.3,,1.9,140,61,1000.8,1,,0,35.1,351.696,Spring
4/12/2022 13:00,23.7,,2.9,110,60,1000.1,1,,0,36.7,338.88,Spring
4/12/2022 14:00,24.5,,2.6,140,58,999.4,1,,0,37.5,304.32,Spring
4/12/2022 15:00,23.8,,2.5,110,61,999,1,,0,36.3,248.64,Spring
4/12/2022 16:00,22.5,,2.4,140,63,998.5,1,,0,33.9,164.208,Spring
4/12/2022 17:00,21.6,,2.2,140,66,998.4,1,,0,30.4,70.224,Spring
4/12/2022 18:00,20.7,,1.2,160,71,998.5,1,,0,26.1,6.432,Spring
4/12/2022 19:00,18.2,,1.2,160,82,998.9,0.1,,6,21.6,0,Spring
4/12/2022 20:00,17.5,,0,0,87,999.5,,,6,19.4,0,Spring
4/12/2022 21:00,17.8,,0.4,0,85,1000.2,,,2,18.1,0,Spring
4/12/2022 22:00,18.7,,1.4,270,81,1000.4,,,3,17.2,0,Spring
4/12/2022 23:00,17.2,,1,200,82,1000.8,,,1,16.6,0,Spring
4/13/2022 0:00,14.8,,1.4,50,85,1001.8,,,5,15.5,0,Spring
4/13/2022 1:00,13.4,,1.8,90,85,1002.4,,,6,14.5,0,Spring
4/13/2022 2:00,12.6,,0.8,20,88,1002.6,,,7,13.6,0,Spring
4/13/2022 3:00,12.9,,0.6,50,87,1003,,,8,14.5,0,Spring
4/13/2022 4:00,13,,0.8,20,85,1003.4,,,9,14.6,0,Spring
4/13/2022 5:00,12.6,,1.7,20,89,1003.8,,,9,14.4,0,Spring
4/13/2022 6:00,11.6,0,2.1,20,96,1004.5,0,,10,13.5,0,Spring
4/13/2022 7:00,11.9,0,1.7,20,95,1005.2,0,,10,13.5,2.304,Spring
4/13/2022 8:00,12.1,0,1.8,20,89,1005.5,0,,10,13.5,6.096,Spring
4/13/2022 9:00,11.8,0,2.4,20,91,1006.4,0,,10,13.6,37.008,Spring
4/13/2022 10:00,11.3,0,3.5,20,85,1007.2,0,,10,13.7,62.736,Spring
4/13/2022 11:00,11.7,,3.4,20,79,1007.8,0,,10,15,70.8,Spring
4/13/2022 12:00,11.7,,3.2,20,80,1008,0,,10,14.9,50.928,Spring
4/13/2022 13:00,11.6,,3.5,20,78,1008.5,0,,10,14.7,47.616,Spring
4/13/2022 14:00,10.9,,3.6,20,79,1008,0,,10,14.3,31.776,Spring
4/13/2022 15:00,10.7,,3.1,360,81,1007.7,0,,10,13.8,20.544,Spring
4/13/2022 16:00,10.4,,3.7,340,82,1007.4,0,,10,13.2,8.64,Spring
4/13/2022 17:00,10.4,,3.8,340,82,1007.6,0,,10,12.8,0.72,Spring
4/13/2022 18:00,10.2,,4.3,340,84,1008,0,,10,12.1,0,Spring
4/13/2022 19:00,10.1,0,3.2,360,91,1008.3,0,,10,11.5,0,Spring
4/13/2022 20:00,10.1,0.1,3.2,360,92,1008.8,,,10,11.2,0,Spring
4/13/2022 21:00,10,0,3.3,360,92,1009.2,,,10,10.8,0,Spring
4/13/2022 22:00,10.4,0,3.5,360,82,1009.6,,,10,10.8,0,Spring
4/13/2022 23:00,10.4,,3.7,360,80,1009.1,,,9,10.8,0,Spring
4/14/2022 0:00,10.5,,3.6,360,81,1009.3,,,10,11,0,Spring
4/14/2022 1:00,10.4,,3.8,360,84,1009.1,,,10,11,0,Spring
4/14/2022 2:00,10.3,,3.8,360,83,1008.3,,,10,10.9,0,Spring
